Hence,hence,
days,days,s,topic_24,0,freq2,0,ig5,0,sal2,0
endure,endure,,topic_12,0,freq3,0,ig5,0,sal4,0
.,.,n
Good,good,s,topic_23,0,freq1,0,ig5,0,sal3,0
even,even,
",",",",s
Casca,casca,
:,:,s
brought,brought,s,topic_49,0,freq2,0,ig5,0,sal3,0
you,you,s
Caesar,caesar,s
home,home,,topic_17,0,freq2,0,ig5,0,sal3,0
?,?,n
Why,why,s
are,are,s
you,you,s
breathless,breathless,,topic_17,0,freq5,0,ig5,0,sal5,0
?,?,s
and,and,s
why,why,s
stare,stare,s,topic_4,0,freq4,0,ig5,0,sal4,0
you,you,s
so,so,
?,?,n
Are,are,s
not,not,s
you,you,s
moved,moved,,topic_13,0,freq2,0,ig5,0,sal3,0
",",",",s
when,when,s
all,all,s
the,the,s
sway,sway,s,topic_13,0,freq3,0,ig5,0,sal3,0
of,of,s
earth,earth,n,topic_9,0,freq1,0,ig5,0,sal2,0
Shakes,shakes,s,topic_4,0,freq4,0,ig5,0,sal5,0
like,like,s
a,a,s
thing,thing,s,topic_44,0,freq1,0,ig5,0,sal4,0
unfirm,unfirm,,topic_17,0,freq5,0,ig5,0,sal5,0
?,?,s
O,o,s
Cicero,cicero,
",",",",n
I,i,s
have,have,s
seen,seen,s
tempests,tempests,,topic_38,0,freq5,0,ig5,0,sal5,0
",",",",s
when,when,s
the,the,s
scolding,scolding,s,topic_48,0,freq4,0,ig1,0,sal3,0
winds,winds,n,topic_30,0,freq2,0,ig5,0,sal2,0
Have,have,s
rived,rived,s,topic_12,0,freq5,0,ig2,0,sal5,0
the,the,s
knotty,knotty,s,topic_38,0,freq5,0,ig1,0,sal5,0
oaks,oaks,,topic_49,0,freq5,0,ig5,0,sal5,0
",",",",s
and,and,s
I,i,s
have,have,s
seen,seen,n
The,the,s
ambitious,ambitious,s,topic_17,0,freq3,0,ig5,0,sal3,0
ocean,ocean,s,topic_35,0,freq4,0,ig5,0,sal5,0
swell,swell,s,topic_31,0,freq5,0,ig5,0,sal5,0
and,and,s
rage,rage,s,topic_38,0,freq2,0,ig5,0,sal1,0
and,and,s
foam,foam,,topic_35,0,freq5,0,ig5,0,sal5,0
",",",",n
To,to,s
be,be,s
exalted,exalted,s,topic_35,0,freq5,0,ig1,0,sal4,0
with,with,s
the,the,s
threatening,threatening,s,topic_30,0,freq4,0,ig5,0,sal4,0
clouds,clouds,,topic_43,0,freq4,0,ig5,0,sal5,0
:,:,n
But,but,s
never,never,s
till,till,s,topic_31,0,freq2,0,ig5,0,sal4,0
to-night,to-night,,topic_23,0,freq2,0,ig5,0,sal1,0
",",",",s
never,never,s
till,till,s,topic_31,0,freq2,0,ig5,0,sal4,0
now,now,
",",",",n
Did,did,s
I,i,s
go,go,s
through,through,s
a,a,s
tempest,tempest,s,topic_30,0,freq2,0,ig4,0,sal1,0
dropping,dropping,s,topic_12,0,freq5,0,ig5,0,sal5,0
fire,fire,,topic_4,0,freq1,0,ig5,0,sal1,0
.,.,n
Either,either,s
there,there,s
is,is,s
a,a,s
civil,civil,s,topic_13,0,freq2,0,ig5,0,sal1,0
strife,strife,s,topic_38,0,freq3,0,ig1,0,sal2,0
in,in,s
heaven,heaven,,topic_8,0,freq2,0,ig5,0,sal5,0
",",",",n
Or,or,s
else,else,s
the,the,s
world,world,,topic_46,0,freq2,0,ig5,0,sal2,0
",",",",s
too,too,s
saucy,saucy,s,topic_35,0,freq4,0,ig5,0,sal3,0
with,with,s
the,the,s
gods,gods,,topic_17,0,freq1,0,ig5,0,sal2,0
",",",",n
Incenses,incenses,s,topic_22,0,freq5,0,ig3,0,sal5,0
them,them,s
to,to,s
send,send,s,topic_23,0,freq3,0,ig5,0,sal4,0
destruction,destruction,,topic_17,0,freq4,0,ig5,0,sal5,0
.,.,n
Why,why,
",",",",s
saw,saw,s
you,you,s
any,any,s
thing,thing,s,topic_12,0,freq1,0,ig5,0,sal3,0
more,more,s
wonderful,wonderful,,topic_18,0,freq4,0,ig1,0,sal2,0
?,?,n
A,a,s
common,common,s,topic_17,0,freq2,0,ig5,0,sal3,0
slave,slave,,topic_28,0,freq3,0,ig5,0,sal3,0
--,--,
you,you,s
know,know,s
him,him,s
well,well,s
by,by,s
sight,sight,,topic_4,0,freq3,0,ig5,0,sal5,0
--,--,n
Held,held,s,topic_49,0,freq3,0,ig5,0,sal3,0
up,up,s
his,his,s
left,left,s,topic_31,0,freq1,0,ig5,0,sal2,0
hand,hand,,topic_38,0,freq1,0,ig5,0,sal3,0
",",",",s
which,which,s
did,did,s
flame,flame,s,topic_4,0,freq4,0,ig5,0,sal4,0
and,and,s
burn,burn,n,topic_28,0,freq4,0,ig5,0,sal5,0
Like,like,s
twenty,twenty,s,topic_20,0,freq2,0,ig5,0,sal4,0
torches,torches,s,topic_23,0,freq4,0,ig1,0,sal4,0
join'd,join'd,,topic_17,0,freq4,0,ig5,0,sal5,0
",",",",s
and,and,s
yet,yet,s
his,his,s
hand,hand,,topic_13,0,freq3,0,ig5,0,sal5,0
",",",",n
Not,not,s
sensible,sensible,s
of,of,s
fire,fire,,topic_38,0,freq2,0,ig5,0,sal4,0
",",",",s
remain'd,remain'd,s,topic_20,0,freq5,0,ig5,0,sal5,0
unscorch'd,unscorch'd,,topic_35,0,freq5,0,ig3,0,sal5,0
.,.,n
Besides,besides,
--,--,
I,i,s
ha,ha,,topic_16,0,freq3,0,ig5,0,sal5,0
',',s
not,not,s
since,since,s
put,put,s,topic_13,0,freq2,0,ig5,0,sal4,0
up,up,s
my,my,s
sword,sword,,topic_33,0,freq1,0,ig5,0,sal1,0
--,--,n
Against,against,s
the,the,s
Capitol,capitol,s,topic_17,0,freq3,0,ig4,0,sal2,0
I,i,s
met,met,s,topic_3,0,freq2,0,ig5,0,sal2,0
a,a,s
lion,lion,,topic_32,0,freq1,0,ig5,0,sal1,0
",",",",n
Who,who,s
glared,glared,s,topic_23,0,freq5,0,ig3,0,sal5,0
upon,upon,s
me,me,
",",",",s
and,and,s
went,went,s
surly,surly,s,topic_13,0,freq4,0,ig1,0,sal3,0
by,by,
",",",",n
Without,without,s
annoying,annoying,s,topic_48,0,freq5,0,ig3,0,sal5,0
me,me,
:,:,s
and,and,s
there,there,s
were,were,s
drawn,drawn,n,topic_13,0,freq4,0,ig5,0,sal5,0
Upon,upon,s
a,a,s
heap,heap,s,topic_35,0,freq5,0,ig5,0,sal5,0
a,a,s
hundred,hundred,s,topic_41,0,freq2,0,ig5,0,sal2,0
ghastly,ghastly,s,topic_46,0,freq5,0,ig5,0,sal5,0
women,women,,topic_46,0,freq2,0,ig4,0,sal1,0
",",",",n
Transformed,transformed,s,topic_8,0,freq5,0,ig5,0,sal5,0
with,with,s
their,their,s
fear,fear,,topic_35,0,freq1,0,ig5,0,sal1,0
;,;,s
who,who,s
swore,swore,s,topic_43,0,freq3,0,ig4,0,sal1,0
they,they,s
saw,saw,n
Men,men,s,topic_38,0,freq1,0,ig5,0,sal3,0
all,all,s
in,in,s
fire,fire,s,topic_12,0,freq2,0,ig5,0,sal4,0
walk,walk,s,topic_12,0,freq4,0,ig5,0,sal5,0
up,up,s
and,and,s
down,down,s
the,the,s
streets,streets,,topic_17,0,freq3,0,ig5,0,sal2,0
.,.,n
And,and,s
yesterday,yesterday,s,topic_17,0,freq4,0,ig5,0,sal5,0
the,the,s
bird,bird,s,topic_9,0,freq4,0,ig5,0,sal5,0
of,of,s
night,night,s,topic_23,0,freq1,0,ig5,0,sal1,0
did,did,s
sit,sit,n,topic_0,0,freq3,0,ig5,0,sal3,0
Even,even,s
at,at,s
noon-day,noon-day,s,topic_24,0,freq5,0,ig3,0,sal5,0
upon,upon,s
the,the,s
market-place,market-place,,topic_17,0,freq4,0,ig5,0,sal3,0
",",",",n
Hooting,hooting,s,topic_17,0,freq5,0,ig2,0,sal5,0
and,and,s
shrieking,shrieking,,topic_14,0,freq5,0,ig1,0,sal4,0
.,.,s
When,when,s
these,these,s
prodigies,prodigies,n,topic_18,0,freq5,0,ig5,0,sal5,0
Do,do,s
so,so,s
conjointly,conjointly,s,topic_6,0,freq5,0,ig5,0,sal5,0
meet,meet,,topic_23,0,freq3,0,ig5,0,sal4,0
",",",",s
let,let,s
not,not,s
men,men,s,topic_35,0,freq1,0,ig5,0,sal1,0
say,say,n
',',
These,these,s
are,are,s
their,their,s
reasons,reasons,,topic_35,0,freq2,0,ig4,0,sal1,0
;,;,s
they,they,s
are,are,s
natural,natural,,topic_26,0,freq3,0,ig5,0,sal3,0
;,;,
',',n
For,for,
",",",",s
I,i,s
believe,believe,
",",",",s
they,they,s
are,are,s
portentous,portentous,s,topic_23,0,freq5,0,ig5,0,sal5,0
things,things,n,topic_3,0,freq2,0,ig5,0,sal3,0
Unto,unto,s
the,the,s
climate,climate,s,topic_1,0,freq5,0,ig5,0,sal5,0
that,that,s
they,they,s
point,point,s,topic_13,0,freq3,0,ig5,0,sal4,0
upon,upon,
.,.,n
Indeed,indeed,
",",",",s
it,it,s
is,is,s
a,a,s
strange-disposed,strange-disposed,s,topic_38,0,freq5,0,ig3,0,sal5,0
time,time,,topic_3,0,freq1,0,ig5,0,sal2,0
:,:,n
But,but,s
men,men,s,topic_35,0,freq1,0,ig5,0,sal1,0
may,may,s
construe,construe,s,topic_35,0,freq4,0,ig5,0,sal4,0
things,things,s,topic_3,0,freq2,0,ig5,0,sal3,0
after,after,s
their,their,s
fashion,fashion,,topic_18,0,freq2,0,ig5,0,sal1,0
",",",",n
Clean,clean,s,topic_17,0,freq4,0,ig5,0,sal4,0
from,from,s
the,the,s
purpose,purpose,s,topic_25,0,freq1,0,ig5,0,sal1,0
of,of,s
the,the,s
things,things,s,topic_23,0,freq3,0,ig5,0,sal5,0
themselves,themselves,
.,.,n
Come,come,s
Caesar,caesar,s
to,to,s
the,the,s
Capitol,capitol,s,topic_17,0,freq3,0,ig4,0,sal2,0
to-morrow,to-morrow,,topic_23,0,freq2,0,ig5,0,sal2,0
?,?,n
He,he,s
doth,doth,,topic_38,0,freq1,0,ig5,0,sal4,0
;,;,s
for,for,s
he,he,s
did,did,s
bid,bid,s,topic_23,0,freq3,0,ig5,0,sal3,0
Antonius,antonius,n,topic_17,0,freq4,0,ig1,0,sal3,0
Send,send,s,topic_23,0,freq3,0,ig5,0,sal4,0
word,word,s,topic_43,0,freq2,0,ig5,0,sal4,0
to,to,s
you,you,s
he,he,s
would,would,s
be,be,s
there,there,s
to-morrow,to-morrow,,topic_18,0,freq3,0,ig5,0,sal5,0
.,.,n
Good,good,s,topic_23,0,freq1,0,ig5,0,sal3,0
night,night,s,topic_23,0,freq1,0,ig5,0,sal1,0
then,then,
",",",",s
Casca,casca,
:,:,s
this,this,s
disturbed,disturbed,s,topic_30,0,freq5,0,ig2,0,sal5,0
sky,sky,n,topic_30,0,freq2,0,ig5,0,sal2,0
Is,is,s
not,not,s
to,to,s
walk,walk,s,topic_23,0,freq3,0,ig5,0,sal4,0
in,in,
.,.,n
Farewell,farewell,,topic_0,0,freq2,0,ig5,0,sal3,0
",",",",s
Cicero,cicero,
.,.,n
Who's,who's,s
there,there,
?,?,n
A,a,s
Roman,roman,
.,.,n
Casca,casca,
",",",",s
by,by,s
your,your,s
voice,voice,,topic_13,0,freq2,0,ig5,0,sal4,0
.,.,n
Your,your,s
ear,ear,s,topic_3,0,freq2,0,ig5,0,sal3,0
is,is,s
good,good,,topic_23,0,freq1,0,ig5,0,sal3,0
.,.,s
Cassius,cassius,
",",",",s
what,what,s
night,night,s,topic_23,0,freq1,0,ig5,0,sal1,0
is,is,s
this,this,
!,!,n
A,a,s
very,very,s
pleasing,pleasing,s,topic_29,0,freq4,0,ig5,0,sal4,0
night,night,s,topic_23,0,freq1,0,ig5,0,sal1,0
to,to,s
honest,honest,s,topic_2,0,freq2,0,ig5,0,sal2,0
men,men,,topic_35,0,freq1,0,ig5,0,sal1,0
.,.,n
Who,who,s
ever,ever,s
knew,knew,s,topic_49,0,freq3,0,ig5,0,sal4,0
the,the,s
heavens,heavens,s,topic_12,0,freq2,0,ig5,0,sal4,0
menace,menace,s,topic_35,0,freq5,0,ig1,0,sal4,0
so,so,
?,?,n
Those,those,s
that,that,s
have,have,s
known,known,s
the,the,s
earth,earth,s,topic_9,0,freq1,0,ig5,0,sal2,0
so,so,s
full,full,s,topic_35,0,freq1,0,ig5,0,sal3,0
of,of,s
faults,faults,,topic_17,0,freq3,0,ig5,0,sal4,0
.,.,n
For,for,s
my,my,s
part,part,,topic_13,0,freq1,0,ig5,0,sal1,0
",",",",s
I,i,s
have,have,s
walk'd,walk'd,s,topic_3,0,freq4,0,ig5,0,sal4,0
about,about,s
the,the,s
streets,streets,,topic_17,0,freq3,0,ig5,0,sal2,0
",",",",n
Submitting,submitting,s,topic_46,0,freq5,0,ig3,0,sal5,0
me,me,s
unto,unto,s
the,the,s
perilous,perilous,s,topic_17,0,freq5,0,ig5,0,sal5,0
night,night,,topic_23,0,freq1,0,ig5,0,sal1,0
",",",",n
And,and,
",",",",s
thus,thus,s
unbraced,unbraced,,topic_38,0,freq5,0,ig1,0,sal4,0
",",",",s
Casca,casca,
",",",",s
as,as,s
you,you,s
see,see,
",",",",n
Have,have,s
bared,bared,s,topic_23,0,freq5,0,ig1,0,sal5,0
my,my,s
bosom,bosom,s,topic_47,0,freq2,0,ig5,0,sal2,0
to,to,s
the,the,s
thunder-stone,thunder-stone,,topic_30,0,freq5,0,ig2,0,sal5,0
;,;,n
And,and,s
when,when,s
the,the,s
cross,cross,s,topic_36,0,freq3,0,ig5,0,sal4,0
blue,blue,s,topic_16,0,freq4,0,ig5,0,sal3,0
lightning,lightning,s,topic_9,0,freq4,0,ig1,0,sal3,0
seem'd,seem'd,s,topic_3,0,freq3,0,ig4,0,sal2,0
to,to,s
open,open,n,topic_36,0,freq3,0,ig5,0,sal4,0
The,the,s
breast,breast,s,topic_9,0,freq3,0,ig5,0,sal4,0
of,of,s
heaven,heaven,,topic_16,0,freq1,0,ig5,0,sal1,0
",",",",s
I,i,s
did,did,s
present,present,s,topic_47,0,freq3,0,ig5,0,sal5,0
myself,myself,n
Even,even,s
in,in,s
the,the,s
aim,aim,s,topic_35,0,freq3,0,ig4,0,sal2,0
and,and,s
very,very,s
flash,flash,s,topic_17,0,freq5,0,ig1,0,sal4,0
of,of,s
it,it,
.,.,n
But,but,s
wherefore,wherefore,s,topic_13,0,freq3,0,ig5,0,sal5,0
did,did,s
you,you,s
so,so,s
much,much,s
tempt,tempt,s,topic_16,0,freq4,0,ig5,0,sal3,0
the,the,s
heavens,heavens,,topic_30,0,freq2,0,ig5,0,sal4,0
?,?,n
It,it,s
is,is,s
the,the,s
part,part,s,topic_32,0,freq2,0,ig5,0,sal5,0
of,of,s
men,men,s,topic_35,0,freq1,0,ig5,0,sal1,0
to,to,s
fear,fear,s,topic_46,0,freq3,0,ig5,0,sal5,0
and,and,s
tremble,tremble,,topic_3,0,freq3,0,ig4,0,sal1,0
",",",",n
When,when,s
the,the,s
most,most,s
mighty,mighty,s,topic_8,0,freq2,0,ig5,0,sal2,0
gods,gods,s,topic_17,0,freq1,0,ig5,0,sal2,0
by,by,s
tokens,tokens,s,topic_23,0,freq5,0,ig5,0,sal5,0
send,send,n,topic_23,0,freq3,0,ig5,0,sal4,0
Such,such,s
dreadful,dreadful,s,topic_30,0,freq2,0,ig5,0,sal4,0
heralds,heralds,s,topic_38,0,freq4,0,ig4,0,sal4,0
to,to,s
astonish,astonish,s,topic_31,0,freq5,0,ig5,0,sal5,0
us,us,
.,.,n
You,you,s
are,are,s
dull,dull,
",",",",s
Casca,casca,
",",",",s
and,and,s
those,those,s
sparks,sparks,s,topic_35,0,freq5,0,ig5,0,sal5,0
of,of,s
life,life,n,topic_13,0,freq1,0,ig5,0,sal4,0
That,that,s
should,should,s
be,be,s
in,in,s
a,a,s
Roman,roman,s
you,you,s
do,do,s
want,want,
",",",",n
Or,or,s
else,else,s
you,you,s
use,use,s
not,not,
.,.,s
You,you,s
look,look,s
pale,pale,s,topic_39,0,freq1,0,ig5,0,sal1,0
and,and,s
gaze,gaze,n,topic_39,0,freq4,0,ig5,0,sal4,0
And,and,s
put,put,s,topic_13,0,freq2,0,ig5,0,sal4,0
on,on,s
fear,fear,s,topic_35,0,freq1,0,ig5,0,sal1,0
and,and,s
cast,cast,s,topic_13,0,freq2,0,ig5,0,sal3,0
yourself,yourself,s
in,in,s
wonder,wonder,
",",",",n
To,to,s
see,see,s
the,the,s
strange,strange,s,topic_3,0,freq2,0,ig5,0,sal1,0
impatience,impatience,s,topic_3,0,freq5,0,ig5,0,sal5,0
of,of,s
the,the,s
heavens,heavens,,topic_48,0,freq4,0,ig5,0,sal5,0
:,:,n
But,but,s
if,if,s
you,you,s
would,would,s
consider,consider,s
the,the,s
true,true,s,topic_46,0,freq1,0,ig5,0,sal2,0
cause,cause,n
Why,why,s
all,all,s
these,these,s
fires,fires,,topic_21,0,freq5,0,ig5,0,sal5,0
",",",",s
why,why,s
all,all,s
these,these,s
gliding,gliding,s,topic_38,0,freq5,0,ig3,0,sal5,0
ghosts,ghosts,,topic_33,0,freq5,0,ig4,0,sal4,0
",",",",n
Why,why,s
birds,birds,s,topic_35,0,freq4,0,ig5,0,sal3,0
and,and,s
beasts,beasts,s,topic_35,0,freq4,0,ig5,0,sal4,0
from,from,s
quality,quality,s,topic_13,0,freq2,0,ig4,0,sal1,0
and,and,s
kind,kind,,topic_22,0,freq2,0,ig5,0,sal5,0
",",",",n
Why,why,s
old,old,s
men,men,s,topic_38,0,freq1,0,ig5,0,sal3,0
fool,fool,s
and,and,s
children,children,s,topic_8,0,freq2,0,ig5,0,sal3,0
calculate,calculate,,topic_10,0,freq5,0,ig1,0,sal5,0
",",",",n
Why,why,s
all,all,s
these,these,s
things,things,s,topic_3,0,freq2,0,ig5,0,sal3,0
change,change,s,topic_43,0,freq2,0,ig5,0,sal3,0
from,from,s
their,their,s
ordinance,ordinance,n,topic_49,0,freq5,0,ig5,0,sal4,0
Their,their,s
natures,natures,s,topic_25,0,freq3,0,ig4,0,sal2,0
and,and,s
preformed,preformed,s,topic_47,0,freq5,0,ig3,0,sal5,0
faculties,faculties,n,topic_25,0,freq5,0,ig5,0,sal4,0
To,to,s
monstrous,monstrous,s,topic_10,0,freq3,0,ig5,0,sal4,0
quality,quality,,topic_13,0,freq2,0,ig4,0,sal1,0
",",",",
--,--,
why,why,
",",",",s
you,you,s
shall,shall,s
find,find,n,topic_35,0,freq2,0,ig5,0,sal4,0
That,that,s
heaven,heaven,s,topic_49,0,freq2,0,ig5,0,sal4,0
hath,hath,s,topic_9,0,freq1,0,ig5,0,sal4,0
infused,infused,s,topic_13,0,freq5,0,ig5,0,sal5,0
them,them,s
with,with,s
these,these,s
spirits,spirits,,topic_38,0,freq2,0,ig5,0,sal2,0
",",",",n
To,to,s
make,make,s,topic_18,0,freq1,0,ig5,0,sal5,0
them,them,s
instruments,instruments,s,topic_38,0,freq4,0,ig5,0,sal5,0
of,of,s
fear,fear,s,topic_35,0,freq1,0,ig5,0,sal1,0
and,and,s
warning,warning,n,topic_35,0,freq4,0,ig5,0,sal5,0
Unto,unto,s
some,some,s
monstrous,monstrous,s,topic_28,0,freq4,0,ig5,0,sal5,0
state,state,,topic_13,0,freq1,0,ig5,0,sal2,0
.,.,n
Now,now,s
could,could,s
I,i,
",",",",s
Casca,casca,
",",",",s
name,name,s
to,to,s
thee,thee,s
a,a,s
man,man,n
Most,most,s
like,like,s
this,this,s
dreadful,dreadful,s,topic_39,0,freq3,0,ig5,0,sal4,0
night,night,,topic_23,0,freq1,0,ig5,0,sal1,0
",",",",n
That,that,s
thunders,thunders,,topic_3,0,freq4,0,ig1,0,sal3,0
",",",",s
lightens,lightens,,topic_23,0,freq5,0,ig1,0,sal4,0
",",",",s
opens,opens,s,topic_28,0,freq5,0,ig5,0,sal5,0
graves,graves,,topic_9,0,freq4,0,ig5,0,sal4,0
",",",",s
and,and,s
roars,roars,n,topic_39,0,freq4,0,ig1,0,sal4,0
As,as,s
doth,doth,s,topic_38,0,freq1,0,ig5,0,sal4,0
the,the,s
lion,lion,s,topic_38,0,freq3,0,ig5,0,sal5,0
in,in,s
the,the,s
Capitol,capitol,,topic_17,0,freq3,0,ig4,0,sal2,0
",",",",n
A,a,s
man,man,s
no,no,s
mightier,mightier,s,topic_38,0,freq5,0,ig4,0,sal4,0
than,than,s
thyself,thyself,s,topic_28,0,freq2,0,ig5,0,sal2,0
or,or,s
me,me,n
In,in,s
personal,personal,s,topic_23,0,freq4,0,ig5,0,sal4,0
action,action,,topic_38,0,freq4,0,ig5,0,sal5,0
",",",",s
yet,yet,s
prodigious,prodigious,s,topic_23,0,freq5,0,ig5,0,sal5,0
grown,grown,n,topic_49,0,freq4,0,ig5,0,sal5,0
And,and,s
fearful,fearful,,topic_32,0,freq3,0,ig5,0,sal4,0
",",",",s
as,as,s
these,these,s
strange,strange,s,topic_3,0,freq2,0,ig5,0,sal1,0
eruptions,eruptions,s,topic_3,0,freq5,0,ig1,0,sal4,0
are,are,
.,.,n
',',
Tis,tis,s,topic_48,0,freq1,0,ig5,0,sal2,0
Caesar,caesar,s
that,that,s
you,you,s
mean,mean,
;,;,s
is,is,s
it,it,s
not,not,
",",",",s
Cassius,cassius,
?,?,n
Let,let,s
it,it,s
be,be,s
who,who,s
it,it,s
is,is,
:,:,s
for,for,s
Romans,romans,s,topic_17,0,freq2,0,ig1,0,sal2,0
now,now,n
Have,have,s
thews,thews,s,topic_22,0,freq5,0,ig5,0,sal5,0
and,and,s
limbs,limbs,s,topic_8,0,freq4,0,ig5,0,sal5,0
like,like,s
to,to,s
their,their,s
ancestors,ancestors,,topic_8,0,freq4,0,ig5,0,sal4,0
;,;,n
But,but,
",",",",s
woe,woe,s,topic_9,0,freq2,0,ig4,0,sal2,0
the,the,s
while,while,
!,!,s
our,our,s
fathers,fathers,,topic_15,0,freq3,0,ig5,0,sal5,0
',',s
minds,minds,s,topic_17,0,freq4,0,ig5,0,sal5,0
are,are,s
dead,dead,,topic_9,0,freq1,0,ig5,0,sal2,0
",",",",n
And,and,s
we,we,s
are,are,s
govern'd,govern'd,s,topic_38,0,freq5,0,ig5,0,sal5,0
with,with,s
our,our,s
mothers,mothers,,topic_14,0,freq3,0,ig1,0,sal2,0
',',s
spirits,spirits,,topic_38,0,freq2,0,ig5,0,sal2,0
;,;,n
Our,our,s
yoke,yoke,s,topic_31,0,freq5,0,ig5,0,sal5,0
and,and,s
sufferance,sufferance,s,topic_23,0,freq5,0,ig5,0,sal5,0
show,show,s,topic_35,0,freq1,0,ig5,0,sal2,0
us,us,s
womanish,womanish,,topic_38,0,freq5,0,ig5,0,sal5,0
.,.,n
Indeed,indeed,
",",",",s
they,they,s
say,say,s
the,the,s
senators,senators,s,topic_17,0,freq3,0,ig1,0,sal2,0
tomorrow,tomorrow,n,topic_22,0,freq4,0,ig4,0,sal3,0
Mean,mean,s
to,to,s
establish,establish,s,topic_38,0,freq5,0,ig1,0,sal4,0
Caesar,caesar,s
as,as,s
a,a,s
king,king,
;,;,n
And,and,s
he,he,s
shall,shall,s
wear,wear,s,topic_15,0,freq2,0,ig5,0,sal4,0
his,his,s
crown,crown,s,topic_8,0,freq1,0,ig5,0,sal1,0
by,by,s
sea,sea,s,topic_30,0,freq1,0,ig4,0,sal1,0
and,and,s
land,land,,topic_8,0,freq1,0,ig5,0,sal1,0
",",",",n
In,in,s
every,every,s
place,place,,topic_35,0,freq1,0,ig5,0,sal2,0
",",",",s
save,save,s,topic_22,0,freq2,0,ig5,0,sal1,0
here,here,s
in,in,s
Italy,italy,,topic_44,0,freq3,0,ig4,0,sal2,0
.,.,n
I,i,s
know,know,s
where,where,s
I,i,s
will,will,s
wear,wear,s,topic_35,0,freq2,0,ig5,0,sal3,0
this,this,s
dagger,dagger,s,topic_35,0,freq3,0,ig5,0,sal3,0
then,then,
;,;,n
Cassius,cassius,s
from,from,s
bondage,bondage,s,topic_44,0,freq4,0,ig5,0,sal5,0
will,will,s
deliver,deliver,s,topic_49,0,freq4,0,ig5,0,sal5,0
Cassius,cassius,
:,:,n
Therein,therein,
",",",",s
ye,ye,s
gods,gods,,topic_17,0,freq1,0,ig5,0,sal2,0
",",",",s
you,you,s
make,make,s,topic_17,0,freq1,0,ig5,0,sal5,0
the,the,s
weak,weak,s,topic_35,0,freq5,0,ig5,0,sal5,0
most,most,s
strong,strong,,topic_31,0,freq2,0,ig5,0,sal3,0
;,;,n
Therein,therein,
",",",",s
ye,ye,s
gods,gods,,topic_17,0,freq1,0,ig5,0,sal2,0
",",",",s
you,you,s
tyrants,tyrants,s,topic_22,0,freq4,0,ig5,0,sal4,0
do,do,s
defeat,defeat,,topic_17,0,freq5,0,ig5,0,sal5,0
:,:,n
Nor,nor,s
stony,stony,s,topic_28,0,freq5,0,ig1,0,sal4,0
tower,tower,,topic_24,0,freq2,0,ig1,0,sal1,0
",",",",s
nor,nor,s
walls,walls,s,topic_38,0,freq2,0,ig1,0,sal1,0
of,of,s
beaten,beaten,s,topic_28,0,freq4,0,ig5,0,sal4,0
brass,brass,,topic_38,0,freq5,0,ig5,0,sal5,0
",",",",n
Nor,nor,s
airless,airless,s,topic_35,0,freq5,0,ig3,0,sal5,0
dungeon,dungeon,,topic_35,0,freq4,0,ig1,0,sal4,0
",",",",s
nor,nor,s
strong,strong,s,topic_38,0,freq2,0,ig5,0,sal3,0
links,links,s,topic_17,0,freq5,0,ig1,0,sal4,0
of,of,s
iron,iron,,topic_38,0,freq3,0,ig4,0,sal2,0
",",",",n
Can,can,s
be,be,s
retentive,retentive,s,topic_17,0,freq5,0,ig2,0,sal5,0
to,to,s
the,the,s
strength,strength,s,topic_29,0,freq3,0,ig5,0,sal5,0
of,of,s
spirit,spirit,,topic_38,0,freq2,0,ig5,0,sal4,0
;,;,n
But,but,s
life,life,,topic_13,0,freq1,0,ig5,0,sal4,0
",",",",s
being,being,s
weary,weary,s,topic_31,0,freq2,0,ig5,0,sal1,0
of,of,s
these,these,s
worldly,worldly,s,topic_24,0,freq4,0,ig4,0,sal3,0
bars,bars,,topic_24,0,freq4,0,ig1,0,sal3,0
",",",",n
Never,never,s
lacks,lacks,s,topic_25,0,freq4,0,ig5,0,sal4,0
power,power,s,topic_47,0,freq2,0,ig5,0,sal2,0
to,to,s
dismiss,dismiss,s,topic_17,0,freq4,0,ig5,0,sal4,0
itself,itself,
.,.,n
If,if,s
I,i,s
know,know,s
this,this,
",",",",s
know,know,s
all,all,s
the,the,s
world,world,s,topic_31,0,freq1,0,ig5,0,sal3,0
besides,besides,
",",",",n
That,that,s
part,part,s,topic_13,0,freq1,0,ig5,0,sal1,0
of,of,s
tyranny,tyranny,s,topic_21,0,freq4,0,ig5,0,sal3,0
that,that,s
I,i,s
do,do,s
bear,bear,n,topic_12,0,freq1,0,ig5,0,sal1,0
I,i,s
can,can,s
shake,shake,s,topic_12,0,freq2,0,ig5,0,sal1,0
off,off,s
at,at,s
pleasure,pleasure,,topic_13,0,freq3,0,ig5,0,sal5,0
.,.,n
So,so,s
can,can,s
I,i,
:,:,n
So,so,s
every,every,s
bondman,bondman,s,topic_23,0,freq5,0,ig5,0,sal5,0
in,in,s
his,his,s
own,own,s
hand,hand,s,topic_38,0,freq1,0,ig5,0,sal3,0
bears,bears,n,topic_36,0,freq3,0,ig5,0,sal3,0
The,the,s
power,power,s,topic_17,0,freq1,0,ig5,0,sal3,0
to,to,s
cancel,cancel,s,topic_44,0,freq5,0,ig5,0,sal5,0
his,his,s
captivity,captivity,,topic_12,0,freq5,0,ig5,0,sal5,0
.,.,n
And,and,s
why,why,s
should,should,s
Caesar,caesar,s
be,be,s
a,a,s
